Flt_Id,Carr_Cd,Flt_Nbr,Dep_Season,Dep_Day_Of_Wk,Dep_Apt_Cd,Arr_Apt_Cd,Acft_Typ_Cd,C_Cls_Seat_Qty,K_Cls_Seat_Qty,Y_Cls_Seat_Qty,Est_Bag_Unit_Wt
S_Fri_BR3303_SJCTPE,BR,3303,Summer,Friday,SJC,TPE,寬體客機,38,64,221,34
S_Fri_BR3304_TPESJC,BR,3304,Summer,Friday,TPE,SJC,寬體客機,38,64,221,29
S_Fri_BR3309_SJCTPE,BR,3309,Summer,Friday,SJC,TPE,寬體客機,38,64,221,34
S_Fri_BR3310_TPESJC,BR,3310,Summer,Friday,TPE,SJC,寬體客機,38,64,221,29
S_Fri_BR3313_SJCTPE,BR,3313,Summer,Friday,SJC,TPE,寬體客機,38,64,221,34
S_Fri_BR3314_TPESJC,BR,3314,Summer,Friday,TPE,SJC,寬體客機,38,64,221,29
S_Fri_BR3329_IAHTPE,BR,3329,Summer,Friday,IAH,TPE,寬體客機,39,56,238,32
S_Fri_BR3330_TPEIAH,BR,3330,Summer,Friday,TPE,IAH,寬體客機,39,56,238,27
S_Fri_BR3385_TPEMXP,BR,3385,Summer,Friday,TPE,MXP,寬體客機,38,64,221,19
S_Fri_BR3386_MXPTPE,BR,3386,Summer,Friday,MXP,TPE,寬體客機,38,64,221,22
S_Fri_BR3427_NGOTPE,BR,3427,Summer,Friday,NGO,TPE,窄體客機,8,0,176,16
S_Fri_BR3428_TPENGO,BR,3428,Summer,Friday,TPE,NGO,窄體客機,8,0,176,12
S_Fri_BR3429_NGOTPE,BR,3429,Summer,Friday,NGO,TPE,寬體客機,38,64,221,16
S_Fri_BR3430_TPENGO,BR,3430,Summer,Friday,TPE,NGO,寬體客機,38,64,221,12
S_Fri_BR3475_NGOTPE,BR,3475,Summer,Friday,NGO,TPE,窄體客機,8,0,176,16
S_Fri_BR3476_TPENGO,BR,3476,Summer,Saturday,TPE,NGO,窄體客機,8,0,176,12
S_Fri_BR3477_NGOTPE,BR,3477,Summer,Friday,NGO,TPE,窄體客機,8,0,176,16
S_Fri_BR3478_TPENGO,BR,3478,Summer,Friday,TPE,NGO,窄體客機,8,0,176,12
S_Fri_BR3479_NGOKHH,BR,3479,Summer,Friday,NGO,KHH,窄體客機,8,0,176,16
S_Fri_BR3480_KHHNGO,BR,3480,Summer,Saturday,KHH,NGO,窄體客機,8,0,176,12
S_Fri_BR3553_TPELOP,BR,3553,Summer,Friday,TPE,LOP,寬體客機,30,0,279,16
S_Fri_BR3554_LOPTPE,BR,3554,Summer,Friday,LOP,TPE,寬體客機,30,0,279,17
S_Fri_BR3689_TPEPNH,BR,3689,Summer,Friday,TPE,PNH,寬體客機,38,64,221,38
S_Fri_BR3690_PNHTPE,BR,3690,Summer,Friday,PNH,TPE,寬體客機,38,64,221,34
S_Fri_BR3693_TPEPNH,BR,3693,Summer,Saturday,TPE,PNH,寬體客機,39,56,258,38
S_Fri_BR3694_PNHTPE,BR,3694,Summer,Friday,PNH,TPE,寬體客機,39,56,258,34
S_Fri_BR4003_YNZKHH,BR,4003,Summer,Friday,YNZ,KHH,窄體客機,8,0,176,14
S_Fri_BR4004_KHHYNZ,BR,4004,Summer,Friday,KHH,YNZ,窄體客機,8,0,176,16
S_Fri_BR4009_YNZTPE,BR,4009,Summer,Friday,YNZ,TPE,寬體客機,36,56,280,14
S_Fri_BR4010_TPEYNZ,BR,4010,Summer,Friday,TPE,YNZ,寬體客機,36,56,280,14
S_Fri_BR4019_YNZTPE,BR,4019,Summer,Friday,YNZ,TPE,寬體客機,36,56,280,14
S_Fri_BR4020_TPEYNZ,BR,4020,Summer,Friday,TPE,YNZ,寬體客機,36,56,280,14
S_Fri_BR4049_YNZTPE,BR,4049,Summer,Friday,YNZ,TPE,寬體客機,39,56,258,14
S_Fri_BR4050_TPEYNZ,BR,4050,Summer,Friday,TPE,YNZ,寬體客機,39,56,258,14
S_Fri_BR6751_TPEPNH,BR,6751,Summer,Friday,TPE,PNH,寬體客機,39,56,238,38
S_Fri_BR6752_PNHTPE,BR,6752,Summer,Saturday,PNH,TPE,寬體客機,39,56,238,34
S_Mon_BR3303_SJCTPE,BR,3303,Summer,Monday,SJC,TPE,寬體客機,38,64,221,34
S_Mon_BR3304_TPESJC,BR,3304,Summer,Monday,TPE,SJC,寬體客機,38,64,221,29
S_Mon_BR3309_SJCTPE,BR,3309,Summer,Monday,SJC,TPE,寬體客機,38,64,221,34
S_Mon_BR3310_TPESJC,BR,3310,Summer,Monday,TPE,SJC,寬體客機,38,64,221,29
S_Mon_BR3313_SJCTPE,BR,3313,Summer,Monday,SJC,TPE,寬體客機,38,64,221,34
S_Mon_BR3314_TPESJC,BR,3314,Summer,Monday,TPE,SJC,寬體客機,38,64,221,29
S_Mon_BR3327_IAHTPE,BR,3327,Summer,Monday,IAH,TPE,寬體客機,39,56,238,32
S_Mon_BR3328_TPEIAH,BR,3328,Summer,Monday,TPE,IAH,寬體客機,39,56,238,27
S_Mon_BR3329_IAHTPE,BR,3329,Summer,Monday,IAH,TPE,寬體客機,39,56,238,32
S_Mon_BR3330_TPEIAH,BR,3330,Summer,Monday,TPE,IAH,寬體客機,39,56,238,27
S_Mon_BR3385_TPEMXP,BR,3385,Summer,Monday,TPE,MXP,寬體客機,38,64,221,19
S_Mon_BR3386_MXPTPE,BR,3386,Summer,Monday,MXP,TPE,寬體客機,38,64,221,22
S_Mon_BR3427_NGOTPE,BR,3427,Summer,Monday,NGO,TPE,窄體客機,8,0,176,16
S_Mon_BR3428_TPENGO,BR,3428,Summer,Monday,TPE,NGO,窄體客機,8,0,176,12
S_Mon_BR3429_NGOTPE,BR,3429,Summer,Monday,NGO,TPE,寬體客機,38,64,221,16
S_Mon_BR3430_TPENGO,BR,3430,Summer,Monday,TPE,NGO,寬體客機,38,64,221,12
S_Mon_BR3475_NGOTPE,BR,3475,Summer,Monday,NGO,TPE,窄體客機,8,0,176,16
S_Mon_BR3476_TPENGO,BR,3476,Summer,Tuesday,TPE,NGO,窄體客機,8,0,176,12
S_Mon_BR3477_NGOTPE,BR,3477,Summer,Monday,NGO,TPE,窄體客機,8,0,176,16
S_Mon_BR3478_TPENGO,BR,3478,Summer,Monday,TPE,NGO,窄體客機,8,0,176,12
S_Mon_BR3479_NGOKHH,BR,3479,Summer,Monday,NGO,KHH,窄體客機,8,0,176,16
S_Mon_BR3480_KHHNGO,BR,3480,Summer,Tuesday,KHH,NGO,窄體客機,8,0,176,12
S_Mon_BR3553_TPELOP,BR,3553,Summer,Monday,TPE,LOP,寬體客機,30,0,279,16
S_Mon_BR3554_LOPTPE,BR,3554,Summer,Monday,LOP,TPE,寬體客機,30,0,279,17
S_Mon_BR3689_TPEPNH,BR,3689,Summer,Monday,TPE,PNH,寬體客機,39,56,238,38
S_Mon_BR3690_PNHTPE,BR,3690,Summer,Monday,PNH,TPE,寬體客機,39,56,238,34
S_Mon_BR3693_TPEPNH,BR,3693,Summer,Tuesday,TPE,PNH,寬體客機,39,56,258,38
S_Mon_BR3694_PNHTPE,BR,3694,Summer,Monday,PNH,TPE,寬體客機,39,56,258,34
S_Mon_BR4003_YNZKHH,BR,4003,Summer,Monday,YNZ,KHH,窄體客機,8,0,176,14
S_Mon_BR4004_KHHYNZ,BR,4004,Summer,Monday,KHH,YNZ,窄體客機,8,0,176,16
S_Mon_BR4009_YNZTPE,BR,4009,Summer,Monday,YNZ,TPE,寬體客機,36,56,280,14
S_Mon_BR4010_TPEYNZ,BR,4010,Summer,Monday,TPE,YNZ,寬體客機,36,56,280,14
S_Mon_BR4019_YNZTPE,BR,4019,Summer,Monday,YNZ,TPE,寬體客機,36,56,280,14
S_Mon_BR4020_TPEYNZ,BR,4020,Summer,Monday,TPE,YNZ,寬體客機,36,56,280,14
S_Mon_BR6751_TPEPNH,BR,6751,Summer,Monday,TPE,PNH,寬體客機,38,64,221,38
S_Mon_BR6752_PNHTPE,BR,6752,Summer,Tuesday,PNH,TPE,寬體客機,38,64,221,34
S_Sat_BR3303_SJCTPE,BR,3303,Summer,Saturday,SJC,TPE,寬體客機,39,56,238,34
S_Sat_BR3304_TPESJC,BR,3304,Summer,Saturday,TPE,SJC,寬體客機,39,56,238,29
S_Sat_BR3309_SJCTPE,BR,3309,Summer,Saturday,SJC,TPE,寬體客機,38,64,221,34
S_Sat_BR3310_TPESJC,BR,3310,Summer,Saturday,TPE,SJC,寬體客機,38,64,221,29
S_Sat_BR3313_SJCTPE,BR,3313,Summer,Saturday,SJC,TPE,寬體客機,38,64,221,34
S_Sat_BR3314_TPESJC,BR,3314,Summer,Saturday,TPE,SJC,寬體客機,38,64,221,29
S_Sat_BR3327_IAHTPE,BR,3327,Summer,Saturday,IAH,TPE,寬體客機,39,56,238,32
S_Sat_BR3328_TPEIAH,BR,3328,Summer,Saturday,TPE,IAH,寬體客機,39,56,238,27
S_Sat_BR3329_IAHTPE,BR,3329,Summer,Saturday,IAH,TPE,寬體客機,39,56,238,32
S_Sat_BR3330_TPEIAH,BR,3330,Summer,Saturday,TPE,IAH,寬體客機,39,56,238,27
S_Sat_BR3385_TPEMXP,BR,3385,Summer,Saturday,TPE,MXP,寬體客機,38,64,221,19
S_Sat_BR3386_MXPTPE,BR,3386,Summer,Saturday,MXP,TPE,寬體客機,38,64,221,22
S_Sat_BR3427_NGOTPE,BR,3427,Summer,Saturday,NGO,TPE,窄體客機,8,0,176,16
S_Sat_BR3428_TPENGO,BR,3428,Summer,Saturday,TPE,NGO,窄體客機,8,0,176,12
S_Sat_BR3429_NGOTPE,BR,3429,Summer,Saturday,NGO,TPE,寬體客機,38,64,221,16
S_Sat_BR3430_TPENGO,BR,3430,Summer,Saturday,TPE,NGO,寬體客機,38,64,221,12
S_Sat_BR3475_NGOTPE,BR,3475,Summer,Saturday,NGO,TPE,窄體客機,8,0,176,16
S_Sat_BR3476_TPENGO,BR,3476,Summer,Sunday,TPE,NGO,窄體客機,8,0,176,12
S_Sat_BR3477_NGOTPE,BR,3477,Summer,Saturday,NGO,TPE,窄體客機,8,0,176,16
S_Sat_BR3478_TPENGO,BR,3478,Summer,Saturday,TPE,NGO,窄體客機,8,0,176,12
S_Sat_BR3479_NGOKHH,BR,3479,Summer,Saturday,NGO,KHH,窄體客機,8,0,176,16
S_Sat_BR3480_KHHNGO,BR,3480,Summer,Sunday,KHH,NGO,窄體客機,8,0,176,12
S_Sat_BR3553_TPELOP,BR,3553,Summer,Saturday,TPE,LOP,寬體客機,30,0,279,16
S_Sat_BR3554_LOPTPE,BR,3554,Summer,Saturday,LOP,TPE,寬體客機,30,0,279,17
S_Sat_BR3689_TPEPNH,BR,3689,Summer,Saturday,TPE,PNH,寬體客機,38,64,221,38
S_Sat_BR3690_PNHTPE,BR,3690,Summer,Saturday,PNH,TPE,寬體客機,38,64,221,34
S_Sat_BR3693_TPEPNH,BR,3693,Summer,Sunday,TPE,PNH,寬體客機,39,56,258,38
S_Sat_BR3694_PNHTPE,BR,3694,Summer,Saturday,PNH,TPE,寬體客機,39,56,258,34
S_Sat_BR4009_YNZTPE,BR,4009,Summer,Saturday,YNZ,TPE,寬體客機,36,56,280,14
S_Sat_BR4010_TPEYNZ,BR,4010,Summer,Saturday,TPE,YNZ,寬體客機,36,56,280,14
S_Sat_BR4019_YNZTPE,BR,4019,Summer,Saturday,YNZ,TPE,寬體客機,36,56,280,14
S_Sat_BR4020_TPEYNZ,BR,4020,Summer,Saturday,TPE,YNZ,寬體客機,36,56,280,14
S_Sat_BR6751_TPEPNH,BR,6751,Summer,Saturday,TPE,PNH,寬體客機,38,64,221,38
S_Sat_BR6752_PNHTPE,BR,6752,Summer,Sunday,PNH,TPE,寬體客機,38,64,221,34
S_Sun_BR3303_SJCTPE,BR,3303,Summer,Sunday,SJC,TPE,寬體客機,39,56,238,34
S_Sun_BR3304_TPESJC,BR,3304,Summer,Sunday,TPE,SJC,寬體客機,39,56,238,29
S_Sun_BR3309_SJCTPE,BR,3309,Summer,Sunday,SJC,TPE,寬體客機,38,64,221,34
S_Sun_BR3310_TPESJC,BR,3310,Summer,Sunday,TPE,SJC,寬體客機,38,64,221,29
S_Sun_BR3313_SJCTPE,BR,3313,Summer,Sunday,SJC,TPE,寬體客機,38,64,221,34
S_Sun_BR3314_TPESJC,BR,3314,Summer,Sunday,TPE,SJC,寬體客機,38,64,221,29
S_Sun_BR3329_IAHTPE,BR,3329,Summer,Sunday,IAH,TPE,寬體客機,39,56,238,32
S_Sun_BR3330_TPEIAH,BR,3330,Summer,Sunday,TPE,IAH,寬體客機,39,56,238,27
S_Sun_BR3385_TPEMXP,BR,3385,Summer,Sunday,TPE,MXP,寬體客機,38,64,221,19
S_Sun_BR3386_MXPTPE,BR,3386,Summer,Sunday,MXP,TPE,寬體客機,38,64,221,22
S_Sun_BR3427_NGOTPE,BR,3427,Summer,Sunday,NGO,TPE,窄體客機,8,0,176,16
S_Sun_BR3428_TPENGO,BR,3428,Summer,Sunday,TPE,NGO,窄體客機,8,0,176,12
S_Sun_BR3429_NGOTPE,BR,3429,Summer,Sunday,NGO,TPE,寬體客機,38,64,221,16
S_Sun_BR3430_TPENGO,BR,3430,Summer,Sunday,TPE,NGO,寬體客機,38,64,221,12
S_Sun_BR3475_NGOTPE,BR,3475,Summer,Sunday,NGO,TPE,窄體客機,8,0,176,16
S_Sun_BR3476_TPENGO,BR,3476,Summer,Monday,TPE,NGO,窄體客機,8,0,176,12
S_Sun_BR3477_NGOTPE,BR,3477,Summer,Sunday,NGO,TPE,窄體客機,8,0,176,16
S_Sun_BR3478_TPENGO,BR,3478,Summer,Sunday,TPE,NGO,窄體客機,8,0,176,12
S_Sun_BR3479_NGOKHH,BR,3479,Summer,Sunday,NGO,KHH,窄體客機,8,0,176,16
S_Sun_BR3480_KHHNGO,BR,3480,Summer,Monday,KHH,NGO,窄體客機,8,0,176,12
S_Sun_BR3553_TPELOP,BR,3553,Summer,Sunday,TPE,LOP,寬體客機,30,0,279,16
S_Sun_BR3554_LOPTPE,BR,3554,Summer,Sunday,LOP,TPE,寬體客機,30,0,279,17
S_Sun_BR3679_TPEPNH,BR,3679,Summer,Sunday,TPE,PNH,寬體客機,38,64,221,38
S_Sun_BR3680_PNHTPE,BR,3680,Summer,Monday,PNH,TPE,寬體客機,38,64,221,34
S_Sun_BR3689_TPEPNH,BR,3689,Summer,Sunday,TPE,PNH,寬體客機,38,64,221,38
S_Sun_BR3690_PNHTPE,BR,3690,Summer,Sunday,PNH,TPE,寬體客機,38,64,221,34
S_Sun_BR3693_TPEPNH,BR,3693,Summer,Monday,TPE,PNH,寬體客機,39,56,258,38
S_Sun_BR3694_PNHTPE,BR,3694,Summer,Sunday,PNH,TPE,寬體客機,39,56,258,34
S_Sun_BR4003_YNZKHH,BR,4003,Summer,Sunday,YNZ,KHH,窄體客機,8,0,176,14
S_Sun_BR4004_KHHYNZ,BR,4004,Summer,Sunday,KHH,YNZ,窄體客機,8,0,176,16
S_Sun_BR4009_YNZTPE,BR,4009,Summer,Sunday,YNZ,TPE,寬體客機,36,56,280,14
S_Sun_BR4010_TPEYNZ,BR,4010,Summer,Sunday,TPE,YNZ,寬體客機,36,56,280,14
S_Sun_BR4019_YNZTPE,BR,4019,Summer,Sunday,YNZ,TPE,寬體客機,36,56,280,14
S_Sun_BR4020_TPEYNZ,BR,4020,Summer,Sunday,TPE,YNZ,寬體客機,36,56,280,14
S_Sun_BR7223_YNZTSA,BR,7223,Summer,Sunday,YNZ,TSA,窄體客機,8,0,176,14
S_Sun_BR7224_TSAYNZ,BR,7224,Summer,Sunday,TSA,YNZ,窄體客機,8,0,176,14
S_Thu_BR3303_SJCTPE,BR,3303,Summer,Thursday,SJC,TPE,寬體客機,39,56,238,34
S_Thu_BR3304_TPESJC,BR,3304,Summer,Thursday,TPE,SJC,寬體客機,39,56,238,29
S_Thu_BR3309_SJCTPE,BR,3309,Summer,Thursday,SJC,TPE,寬體客機,38,64,221,34
S_Thu_BR3310_TPESJC,BR,3310,Summer,Thursday,TPE,SJC,寬體客機,38,64,221,29
S_Thu_BR3313_SJCTPE,BR,3313,Summer,Thursday,SJC,TPE,寬體客機,38,64,221,34
S_Thu_BR3314_TPESJC,BR,3314,Summer,Thursday,TPE,SJC,寬體客機,38,64,221,29
S_Thu_BR3327_IAHTPE,BR,3327,Summer,Thursday,IAH,TPE,寬體客機,39,56,238,32
S_Thu_BR3328_TPEIAH,BR,3328,Summer,Thursday,TPE,IAH,寬體客機,39,56,238,27
S_Thu_BR3329_IAHTPE,BR,3329,Summer,Thursday,IAH,TPE,寬體客機,39,56,238,32
S_Thu_BR3330_TPEIAH,BR,3330,Summer,Thursday,TPE,IAH,寬體客機,39,56,238,27
S_Thu_BR3385_TPEMXP,BR,3385,Summer,Thursday,TPE,MXP,寬體客機,38,64,221,19
S_Thu_BR3386_MXPTPE,BR,3386,Summer,Thursday,MXP,TPE,寬體客機,38,64,221,22
S_Thu_BR3427_NGOTPE,BR,3427,Summer,Thursday,NGO,TPE,窄體客機,8,0,176,16
S_Thu_BR3428_TPENGO,BR,3428,Summer,Thursday,TPE,NGO,窄體客機,8,0,176,12
S_Thu_BR3429_NGOTPE,BR,3429,Summer,Thursday,NGO,TPE,寬體客機,39,56,238,16
S_Thu_BR3430_TPENGO,BR,3430,Summer,Thursday,TPE,NGO,寬體客機,39,56,238,12
S_Thu_BR3475_NGOTPE,BR,3475,Summer,Thursday,NGO,TPE,窄體客機,8,0,176,16
S_Thu_BR3476_TPENGO,BR,3476,Summer,Friday,TPE,NGO,窄體客機,8,0,176,12
S_Thu_BR3477_NGOTPE,BR,3477,Summer,Thursday,NGO,TPE,窄體客機,8,0,176,16
S_Thu_BR3478_TPENGO,BR,3478,Summer,Thursday,TPE,NGO,窄體客機,8,0,176,12
S_Thu_BR3479_NGOKHH,BR,3479,Summer,Thursday,NGO,KHH,窄體客機,8,0,176,16
S_Thu_BR3480_KHHNGO,BR,3480,Summer,Friday,KHH,NGO,窄體客機,8,0,176,12
S_Thu_BR3553_TPELOP,BR,3553,Summer,Thursday,TPE,LOP,寬體客機,30,0,279,16
S_Thu_BR3554_LOPTPE,BR,3554,Summer,Thursday,LOP,TPE,寬體客機,30,0,279,17
S_Thu_BR3689_TPEPNH,BR,3689,Summer,Thursday,TPE,PNH,寬體客機,39,56,238,38
S_Thu_BR3690_PNHTPE,BR,3690,Summer,Thursday,PNH,TPE,寬體客機,39,56,238,34
S_Thu_BR3693_TPEPNH,BR,3693,Summer,Friday,TPE,PNH,寬體客機,39,56,258,38
S_Thu_BR3694_PNHTPE,BR,3694,Summer,Thursday,PNH,TPE,寬體客機,39,56,258,34
S_Thu_BR4003_YNZKHH,BR,4003,Summer,Thursday,YNZ,KHH,窄體客機,8,0,176,14
S_Thu_BR4004_KHHYNZ,BR,4004,Summer,Thursday,KHH,YNZ,窄體客機,8,0,176,16
S_Thu_BR4009_YNZTPE,BR,4009,Summer,Thursday,YNZ,TPE,寬體客機,36,56,280,14
S_Thu_BR4010_TPEYNZ,BR,4010,Summer,Thursday,TPE,YNZ,寬體客機,36,56,280,14
S_Thu_BR4019_YNZTPE,BR,4019,Summer,Thursday,YNZ,TPE,寬體客機,36,56,280,14
S_Thu_BR4020_TPEYNZ,BR,4020,Summer,Thursday,TPE,YNZ,寬體客機,36,56,280,14
S_Thu_BR6751_TPEPNH,BR,6751,Summer,Thursday,TPE,PNH,寬體客機,38,64,221,38
S_Thu_BR6752_PNHTPE,BR,6752,Summer,Friday,PNH,TPE,寬體客機,38,64,221,34
S_Thu_BR7223_YNZTSA,BR,7223,Summer,Thursday,YNZ,TSA,窄體客機,8,0,176,14
S_Thu_BR7224_TSAYNZ,BR,7224,Summer,Thursday,TSA,YNZ,窄體客機,8,0,176,14
S_Tue_BR3303_SJCTPE,BR,3303,Summer,Tuesday,SJC,TPE,寬體客機,38,64,221,34
S_Tue_BR3304_TPESJC,BR,3304,Summer,Tuesday,TPE,SJC,寬體客機,38,64,221,29
S_Tue_BR3309_SJCTPE,BR,3309,Summer,Tuesday,SJC,TPE,寬體客機,38,64,221,34
S_Tue_BR3310_TPESJC,BR,3310,Summer,Tuesday,TPE,SJC,寬體客機,38,64,221,29
S_Tue_BR3313_SJCTPE,BR,3313,Summer,Tuesday,SJC,TPE,寬體客機,38,64,221,34
S_Tue_BR3314_TPESJC,BR,3314,Summer,Tuesday,TPE,SJC,寬體客機,38,64,221,29
S_Tue_BR3327_IAHTPE,BR,3327,Summer,Tuesday,IAH,TPE,寬體客機,39,56,238,32
S_Tue_BR3328_TPEIAH,BR,3328,Summer,Tuesday,TPE,IAH,寬體客機,39,56,238,27
S_Tue_BR3329_IAHTPE,BR,3329,Summer,Tuesday,IAH,TPE,寬體客機,39,56,238,32
S_Tue_BR3330_TPEIAH,BR,3330,Summer,Tuesday,TPE,IAH,寬體客機,39,56,238,27
S_Tue_BR3385_TPEMXP,BR,3385,Summer,Tuesday,TPE,MXP,寬體客機,38,64,221,19
S_Tue_BR3386_MXPTPE,BR,3386,Summer,Tuesday,MXP,TPE,寬體客機,38,64,221,22
S_Tue_BR3427_NGOTPE,BR,3427,Summer,Tuesday,NGO,TPE,窄體客機,8,0,176,16
S_Tue_BR3428_TPENGO,BR,3428,Summer,Tuesday,TPE,NGO,窄體客機,8,0,176,12
S_Tue_BR3429_NGOTPE,BR,3429,Summer,Tuesday,NGO,TPE,寬體客機,38,64,221,16
S_Tue_BR3430_TPENGO,BR,3430,Summer,Tuesday,TPE,NGO,寬體客機,38,64,221,12
S_Tue_BR3475_NGOTPE,BR,3475,Summer,Tuesday,NGO,TPE,窄體客機,8,0,176,16
S_Tue_BR3476_TPENGO,BR,3476,Summer,Wednesday,TPE,NGO,窄體客機,8,0,176,12
S_Tue_BR3477_NGOTPE,BR,3477,Summer,Tuesday,NGO,TPE,窄體客機,8,0,176,16
S_Tue_BR3478_TPENGO,BR,3478,Summer,Tuesday,TPE,NGO,窄體客機,8,0,176,12
S_Tue_BR3479_NGOKHH,BR,3479,Summer,Tuesday,NGO,KHH,窄體客機,8,0,176,16
S_Tue_BR3480_KHHNGO,BR,3480,Summer,Wednesday,KHH,NGO,窄體客機,8,0,176,12
S_Tue_BR3553_TPELOP,BR,3553,Summer,Tuesday,TPE,LOP,寬體客機,30,0,279,16
S_Tue_BR3554_LOPTPE,BR,3554,Summer,Tuesday,LOP,TPE,寬體客機,30,0,279,17
S_Tue_BR3689_TPEPNH,BR,3689,Summer,Tuesday,TPE,PNH,寬體客機,39,56,238,38
S_Tue_BR3690_PNHTPE,BR,3690,Summer,Tuesday,PNH,TPE,寬體客機,39,56,238,34
S_Tue_BR3693_TPEPNH,BR,3693,Summer,Wednesday,TPE,PNH,寬體客機,39,56,258,38
S_Tue_BR3694_PNHTPE,BR,3694,Summer,Tuesday,PNH,TPE,寬體客機,39,56,258,34
S_Tue_BR4003_YNZKHH,BR,4003,Summer,Tuesday,YNZ,KHH,窄體客機,8,0,176,14
S_Tue_BR4004_KHHYNZ,BR,4004,Summer,Tuesday,KHH,YNZ,窄體客機,8,0,176,16
S_Tue_BR4009_YNZTPE,BR,4009,Summer,Tuesday,YNZ,TPE,寬體客機,39,56,238,14
S_Tue_BR4010_TPEYNZ,BR,4010,Summer,Tuesday,TPE,YNZ,寬體客機,39,56,238,14
S_Tue_BR4019_YNZTPE,BR,4019,Summer,Tuesday,YNZ,TPE,寬體客機,39,56,238,14
S_Tue_BR4020_TPEYNZ,BR,4020,Summer,Tuesday,TPE,YNZ,寬體客機,39,56,238,14
S_Tue_BR6752_PNHTPE,BR,6752,Summer,Wednesday,PNH,TPE,寬體客機,38,64,221,34
S_Tue_BR7223_YNZTSA,BR,7223,Summer,Tuesday,YNZ,TSA,窄體客機,8,0,176,14
S_Tue_BR7224_TSAYNZ,BR,7224,Summer,Tuesday,TSA,YNZ,窄體客機,8,0,176,14
S_Wed_BR3303_SJCTPE,BR,3303,Summer,Wednesday,SJC,TPE,寬體客機,39,56,238,34
S_Wed_BR3304_TPESJC,BR,3304,Summer,Wednesday,TPE,SJC,寬體客機,39,56,238,29
S_Wed_BR3309_SJCTPE,BR,3309,Summer,Wednesday,SJC,TPE,寬體客機,38,64,221,34
S_Wed_BR3310_TPESJC,BR,3310,Summer,Wednesday,TPE,SJC,寬體客機,38,64,221,29
S_Wed_BR3313_SJCTPE,BR,3313,Summer,Wednesday,SJC,TPE,寬體客機,38,64,221,34
S_Wed_BR3314_TPESJC,BR,3314,Summer,Wednesday,TPE,SJC,寬體客機,38,64,221,29
S_Wed_BR3329_IAHTPE,BR,3329,Summer,Wednesday,IAH,TPE,寬體客機,39,56,238,32
S_Wed_BR3330_TPEIAH,BR,3330,Summer,Wednesday,TPE,IAH,寬體客機,39,56,238,27
S_Wed_BR3385_TPEMXP,BR,3385,Summer,Wednesday,TPE,MXP,寬體客機,38,64,221,19
S_Wed_BR3386_MXPTPE,BR,3386,Summer,Wednesday,MXP,TPE,寬體客機,38,64,221,22
S_Wed_BR3427_NGOTPE,BR,3427,Summer,Wednesday,NGO,TPE,窄體客機,8,0,176,16
S_Wed_BR3428_TPENGO,BR,3428,Summer,Wednesday,TPE,NGO,窄體客機,8,0,176,12
S_Wed_BR3429_NGOTPE,BR,3429,Summer,Wednesday,NGO,TPE,寬體客機,39,56,258,16
S_Wed_BR3430_TPENGO,BR,3430,Summer,Wednesday,TPE,NGO,寬體客機,39,56,258,12
S_Wed_BR3475_NGOTPE,BR,3475,Summer,Wednesday,NGO,TPE,窄體客機,8,0,176,16
S_Wed_BR3476_TPENGO,BR,3476,Summer,Thursday,TPE,NGO,窄體客機,8,0,176,12
S_Wed_BR3477_NGOTPE,BR,3477,Summer,Wednesday,NGO,TPE,窄體客機,8,0,176,16
S_Wed_BR3478_TPENGO,BR,3478,Summer,Wednesday,TPE,NGO,窄體客機,8,0,176,12
S_Wed_BR3479_NGOKHH,BR,3479,Summer,Wednesday,NGO,KHH,窄體客機,8,0,176,16
S_Wed_BR3480_KHHNGO,BR,3480,Summer,Thursday,KHH,NGO,窄體客機,8,0,176,12
S_Wed_BR3553_TPELOP,BR,3553,Summer,Wednesday,TPE,LOP,寬體客機,30,0,279,16
S_Wed_BR3554_LOPTPE,BR,3554,Summer,Wednesday,LOP,TPE,寬體客機,30,0,279,17
S_Wed_BR3679_TPEPNH,BR,3679,Summer,Wednesday,TPE,PNH,寬體客機,38,64,221,38
S_Wed_BR3680_PNHTPE,BR,3680,Summer,Thursday,PNH,TPE,寬體客機,38,64,221,34
S_Wed_BR3689_TPEPNH,BR,3689,Summer,Wednesday,TPE,PNH,寬體客機,38,64,221,38
S_Wed_BR3690_PNHTPE,BR,3690,Summer,Wednesday,PNH,TPE,寬體客機,38,64,221,34
S_Wed_BR3693_TPEPNH,BR,3693,Summer,Thursday,TPE,PNH,寬體客機,39,56,258,38
S_Wed_BR3694_PNHTPE,BR,3694,Summer,Wednesday,PNH,TPE,寬體客機,39,56,258,34
S_Wed_BR4009_YNZTPE,BR,4009,Summer,Wednesday,YNZ,TPE,寬體客機,38,64,221,14
S_Wed_BR4010_TPEYNZ,BR,4010,Summer,Wednesday,TPE,YNZ,寬體客機,38,64,221,14
S_Wed_BR4019_YNZTPE,BR,4019,Summer,Wednesday,YNZ,TPE,寬體客機,38,64,221,14
S_Wed_BR4020_TPEYNZ,BR,4020,Summer,Wednesday,TPE,YNZ,寬體客機,38,64,221,14